timestamp,btc,eth
2021-06-26 09:00:00,31270.0,1781.8
2021-06-26 10:00:00,31569.9,1779.43
2021-06-26 11:00:00,31289.8,1759.91
2021-06-26 12:00:00,31693.5,1788.11
2021-06-26 13:00:00,31560.5,1784.34
2021-06-26 14:00:00,31559.9,1784.4
2021-06-26 15:00:00,31301.9,1766.64
2021-06-26 16:00:00,31409.4,1773.37
2021-06-26 17:00:00,31789.2,1793.33
2021-06-26 18:00:00,32277.0,1830.01
2021-06-26 19:00:00,32362.8,1836.11
2021-06-26 20:00:00,32862.5,1864.73
2021-06-26 21:00:00,33096.7,1885.0
2021-06-26 22:00:00,33143.4,1881.86
2021-06-26 23:00:00,33170.3,1880.44
